outcode,Latitude,Longitude
B98,52.3027503504273,-1.91434232234432
BA11,51.2328797154621,-2.32549692955169
BA13,51.2619790839041,-2.18172296917808
BA15,51.3479417136659,-2.25835151626898
BA16,51.1246039885386,-2.74519983667622
BA2,51.3593985547206,-2.37945148849225
BA20,50.9382276986301,-2.64491520743639
BA22,50.9689803934426,-2.63766018989071
BA5,51.2130278133705,-2.65497030362117
BA6,51.1416978027079,-2.70657491489362
BA7,51.0891975911602,-2.51905140883978
BA8,50.9976060637255,-2.41173903921569
BB11,53.7830285619266,-2.2532746766055
BB12,53.8035106185345,-2.29177301185345
BB18,53.9145605353902,-2.17184271869328
BB2,53.7418022229781,-2.50130009448224
BB6,53.7925138084507,-2.4185072028169
BB7,53.8735705209524,-2.38783208857143
BB8,53.8580138641812,-2.16336302396804
BB94,53.915257,-2.138036
BD10,53.8327299165402,-1.72559652200303
BD11,53.7515133490909,-1.67654660363636
BD18,53.8314695106383,-1.77768456737588
BD2,53.815190754717,-1.73474246734398
BD22,53.8457480038759,-1.95458924127907
BD23,53.9927400795621,-2.05650812846715
BD24,54.080584787037,-2.28376195987654
BD7,53.7834943481013,-1.78488819462025
BD8,53.8017305360501,-1.78360394043887
BD97,53.850524,-1.837424
BD98,53.837874,-1.780234
BH1,50.7251099929579,-1.86137772253521
BH11,50.761813938247,-1.91959238047809
BH12,50.7374578296489,-1.92670682444733
BH13,50.7091644041812,-1.92007656445993
BH14,50.7216178019802,-1.94489484818482
BH16,50.7393822701299,-2.04593012987013
BH17,50.7469157860465,-1.97994378604651
BH19,50.6115225037594,-1.97042201503759
BH20,50.6871921494564,-2.14754421331522
BH21,50.8125185698246,-1.97507866666667
BH23,50.7466467233226,-1.75474215015975
BH25,50.7527096924019,-1.65803306372549
BH3,50.7360970514706,-1.88222994852941
BH5,50.7253397540983,-1.83274615983606
BH6,50.7276856471698,-1.80340181698113
BH9,50.7498527324365,-1.87339955754858
BL0,53.6484101816514,-2.31701582201835
BL11,53.5722986896552,-2.42540417241379
BL2,53.5884822770979,-2.39536905681818
BL5,53.5487893161094,-2.5164352887538
BL6,53.5916538621698,-2.54009976246335
BL7,53.6306871577909,-2.42257986982248
BL8,53.6041964075476,-2.32665684245285
BN11,50.8135978961037,-0.376596997402599
BN14,50.8334282248366,-0.381470269281046
BN15,50.8303233853727,-0.325687935302391
BN17,50.8141440663781,-0.538947380952381
BN2,50.8248745024661,-0.101168242909988
BN20,50.7747376513514,0.25247832027027
BN22,50.7894163687424,0.283686084249084
BN23,50.797658061674,0.312504148311307
BN24,50.8162864940829,0.328939352071006
BN26,50.8210266147705,0.221419067864271
BN41,50.841187227848,-0.21706082278481
BN43,50.8359104990758,-0.267197515711646
BN44,50.891933307971,-0.320136557971015
BN5,50.9262961016393,-0.268075065573771
BN52,50.8327753333332,-0.168046666666667
AB13,57.1091491428571,-2.23988296103896
AB15,57.137839083,-2.166217392
AB21,57.2108510838068,-2.20384993892045
AB22,57.1864388266666,-2.12101032
AB24,57.1636967797696,-2.10807943021767
AB31,57.07378062969,-2.52609174714518
AB34,57.0939324147287,-2.81380263565892
AB35,57.0389216107785,-3.14544328143713
AB36,57.1969387659574,-3.06869768085106
AB37,57.3291137931035,-3.35245391954023
AB38,57.4857862060606,-3.2266764
AB39,56.9773485612245,-2.2183262755102
AB41,57.3753422522757,-2.1058743680104
AB42,57.500948434188,-1.89207214017094
AB44,57.6682849513889,-2.49277199305556
AB51,57.2882936990826,-2.40440511192661
AB52,57.3431213179916,-2.60652117154812
AB54,57.4536424687022,-2.76305135419847
AB55,57.5239571529126,-2.9904965776699
AB56,57.6745927189014,-2.92767293699515
AL10,51.7605926826197,-0.23214051511335
AL2,51.7200399277778,-0.334767044444445
AL4,51.7734700735108,-0.295305384030418
AL7,51.7971264138702,-0.187236510067114
B1,52.4788074876543,-1.90880808333334
B11,52.4548940822785,-1.85963150158228
B13,52.436836156338,-1.87974438450704
B14,52.4174554012739,-1.88992033375796
B19,52.4969648769575,-1.90610577852349
B2,52.4783813667621,-1.90150471919771
B20,52.5154710389105,-1.91938913424125
B24,52.5197097269624,-1.82764056996587
B27,52.4448227823129,-1.82296934240363
B28,52.4272655155994,-1.84318558456486
B3,52.4811077472118,-1.9035545464684
B30,52.4218128864354,-1.92790797791798
B31,52.4082186614391,-1.97281464760148
B33,52.4805189868805,-1.78830447521866
B34,52.4963216892308,-1.78184709846154
B40,52.4589329,-1.7235097
B42,52.5344749537712,-1.91177010218978
B45,52.3886768333334,-2.01005394345238
B46,52.5087021069182,-1.69522564989518
B47,52.3862199618644,-1.88054760169492
B48,52.3552223076923,-1.94766253365385
B50,52.1688755085714,-1.85545832
B6,52.50478765625,-1.88623342857143
B61,52.346170382698,-2.069119271261
B63,52.45195431,-2.06916945125
B65,52.4834585807087,-2.04376153543307
B66,52.4927933065953,-1.96545200356506
B69,52.5027134387895,-2.02962422833563
B70,52.5206059890511,-2.00408529075426
B72,52.5510264485597,-1.82235336213992
B74,52.5838679029754,-1.86142853428202
B77,52.6187609791884,-1.66995238189386
B78,52.6055807115717,-1.67492886528497
B80,52.2749018564593,-1.89411003827751
B91,52.4139864378378,-1.78257436
B93,52.3810041063063,-1.74361952612613
B95,52.2862128398791,-1.78084836858006
B96,52.2528819565217,-1.96053453623188
B99,52.4959547115385,-1.89423140384616
BA1,51.3919370721393,-2.36093562686567
BA10,51.1123393930636,-2.44722893063584
BA12,51.170597067034,-2.18847266391185
BA14,51.3194284580446,-2.202758
BA21,50.9516062180557,-2.63460768472222
BA3,51.2716426171285,-2.47875951553317
BA4,51.1728129199506,-2.53263370320197
BA9,51.0578036785714,-2.41020134615385
BB1,53.7563721570439,-2.46358297767513
BB10,53.7993041668571,-2.219955248
BB3,53.6980700452962,-2.4666404970964
BB4,53.7037709449814,-2.29164432639405
BB5,53.7543177891685,-2.37298637717602
BB9,53.8373719708955,-2.21566317835821
BD1,53.7973271771931,-1.75483354210526
BD12,53.7460129270315,-1.76252773134328
BD13,53.7867484103139,-1.86106346748879
BD14,53.7822894254386,-1.81803697368421
BD15,53.8099869856116,-1.83797642446043
BD16,53.8489553746959,-1.83392621289538
BD17,53.8472529057508,-1.76869965974441
BD19,53.7273041583453,-1.71390899286733
BD20,53.8975091777604,-1.94826274628034
BD21,53.8643830433863,-1.90763157142857
BD3,53.7984785773913,-1.72724499130435
BD4,53.7763570942798,-1.71974802330509
BD5,53.7782529934426,-1.75942742459017
BD6,53.7647507156863,-1.78593730952381
BD9,53.8128177579737,-1.79189035084428
BD99,53.7956160833334,-1.758793
BH10,50.7595837037773,-1.89321431013916
BH15,50.7222265986238,-1.98484573853211
BH18,50.7593755033113,-1.99815659271523
BH2,50.7213185622776,-1.8833563202847
BH22,50.8058671333333,-1.88867795886525
BH24,50.8445332822384,-1.78726592335766
BH31,50.8754173400673,-1.87136891919192
BH4,50.721285375,-1.8999331875
BH7,50.7359983928571,-1.82814183116883
BH8,50.7417538284839,-1.85229336753445
BL1,53.590262745999,-2.44369087919463
BL3,53.5650508631732,-2.43234812008734
BL4,53.5460733709484,-2.40110304081633
BL78,53.5641314,-2.4106591
BL9,53.5919335575019,-2.28742457121097
BN1,50.8413611729369,-0.139685307038835
BN10,50.795871118677,0.0010316186770428
BN12,50.8139601171303,-0.429133938506588
BN13,50.8319479390244,-0.408929223577235
BN16,50.8146050860656,-0.496387671106557
BN18,50.8489310514404,-0.581917806584362
BN21,50.7725983544434,0.276620940755873
BN25,50.77641298434,0.108181104026846
BN27,50.8716669112488,0.263509508771929
BN3,50.8351530516215,-0.177035745863667
BN42,50.8375109954128,-0.234266137614679
BN45,50.8949803902439,-0.189746463414634
BN50,50.8261888437501,-0.1407707875
BN51,50.804817,-0.058645
BN9,50.7956460752427,0.0497966480582524
BR1,51.4117994822908,0.0206511145440843
BR3,51.4041270058478,-0.0315499557226399
BR4,51.3752172804233,-0.00849772751322751
BR8,51.3985154437628,0.174388302658486
BN6,50.9301702303571,-0.153873083928571
BN7,50.8773710959598,0.000271143939393939
BN8,50.9158271156773,0.0523370578386605
BN88,50.826903625,-0.140409625
BN99,50.8186939009901,-0.394217079207921
BR2,51.3880500976838,0.0217564864048338
BR5,51.3910254989669,0.103081101239669
BR6,51.3655624643777,0.0914732824034335
BR7,51.414675750547,0.0644333741794311
BS11,51.497437859929,-2.67567003723404
BS13,51.4120532524005,-2.61215875171468
BS14,51.4132433559823,-2.56266293500739
BS15,51.4597613193951,-2.50682863790036
BS2,51.4600035960591,-2.58189978981938
BS20,51.4804569284008,-2.75325309904534
BS26,51.2794850588235,-2.85519986877828
BS27,51.2721090180506,-2.77148748375451
BS32,51.5437692624729,-2.55873990021692
BS34,51.5236250497383,-2.56565079842932
BS35,51.5975088486415,-2.5481047606727
BS37,51.5400978020134,-2.41534329865772
BS39,51.3292957110016,-2.53415263875205
BS4,51.4355522696629,-2.5634447022472
BS41,51.422355460396,-2.65389363861386
BS7,51.4869824270415,-2.58154375769746
BS8,51.4574974405035,-2.6217504805492
BS80,51.5218307222222,-2.57253294444444
BS98,51.4588054285714,-2.57840428571429
BS99,51.4545787420634,-2.58032827777778
CA10,54.6105261373457,-2.65957225925926
CA12,54.6026902494481,-3.13482684768212
CA14,54.6347328867036,-3.53822714712823
CA17,54.4793641244019,-2.35121356937799
CA19,54.3871500441177,-3.38528360294118
CA20,54.4102520253807,-3.46227883756345
CA22,54.480853,-3.5327737756654
CA24,54.5153974166667,-3.54373994444444
CA27,54.490972627451,-3.59337623529412
CA5,54.854917034375,-3.018037009375
CA7,54.8077515191667,-3.23827417583334
CA8,54.9394254510135,-2.6853599375
CA9,54.8008871022727,-2.41363503977273
CA95,54.644676,-3.56645
CB10,52.0294339003985,0.26379530876494
CB23,52.2150534955975,-0.0224096012578617
CB5,52.2124513967612,0.153729255060729
CB7,52.367217961207,0.318318056034483
CB9,52.0832501710183,0.43981666840731
CF10,51.4741057493037,-3.1756646545961
CF11,51.4718586964092,-3.1917508476605
CF3,51.5200191366246,-3.11106918140069
CF30,51.519636,-3.119571
CF31,51.5085865371821,-3.57765712328769
CF36,51.4848342540793,-3.69977216317016
CF37,51.6031163605823,-3.33460981298992
CF38,51.5609276970388,-3.33303067653758
CF39,51.6010038225508,-3.42577100739371
CF40,51.6204640276009,-3.45180176220807
CF41,51.647498876494,-3.48231941035856
CF42,51.6672799774194,-3.5236526483871
CF46,51.6648284243323,-3.30127963798219
CF47,51.751470148265,-3.37514452208202
CF48,51.7415336852861,-3.37132207629428
CF63,51.4121516828753,-3.2574326384778
CF64,51.4335531459935,-3.19071829747531
CF72,51.5298260640625,-3.40030533125
CF83,51.5865864801688,-3.21884961518987
CF95,51.481197,-3.171048
CH25,53.396989,-3.011914
CH28,53.40045,-3.111954
CH30,53.379073,-3.098455
CH41,53.3942240247219,-3.03254663906057
CH43,53.3840638427332,-3.05962210737527
CH45,53.4287962874016,-3.05160209580052
CH48,53.3708734624277,-3.16980689595376
CH5,53.2041257574124,-3.04144911410602
CH62,53.3339606818758,-2.98159860836502
CH63,53.3444341835749,-3.01229424033817
CH64,53.2882733669291,-3.04776396062992
CH66,53.2770682674673,-2.93611466703057
CH7,53.169834476159,-3.13391426357616
CM0,51.6635775540276,0.835345699410609
CM11,51.6236612302632,0.445073826754386
CM12,51.6283897440945,0.414415460629921
CM14,51.6187361184002,0.292255723200001
CM16,51.700144871795,0.119771920060332
CM18,51.7556532811061,0.105780396313364
CM19,51.7597953226601,0.0720102266009852
CM21,51.8122588154362,0.14571510738255
CM22,51.8619297145878,0.22353399577167
CM24,51.8991387651821,0.204759692307692
CM5,51.7207247556054,0.246476753363229
CM7,51.8968227587549,0.538346043579766
CM77,51.866941323601,0.552466588807786
CM8,51.8053778595642,0.63736493220339
CM9,51.7409116608067,0.700155274043435
CO10,52.0584122269503,0.720448410702772
CO11,51.9421868254902,1.07681214313726
CO12,51.9314112100978,1.25336390879479
CO15,51.7963586364952,1.15485451339609
CO5,51.8137128559232,0.82114834044824
CO6,51.9244686978346,0.788679584645669
CO7,51.8823161285009,1.00427642751236
CO9,51.9696593511627,0.608976224418605
CR0,51.3730444833977,-0.0763636911196911
CR5,51.3114735313868,-0.141320722627738
CR7,51.398421262215,-0.105855973941368
CR8,51.3323317073491,-0.11359801312336
CR9,51.3746740683758,-0.0937813076923081
CT12,51.34317676,1.370668878
CT14,51.2165950928571,1.38570671964286
CT15,51.1725128034188,1.28215265470085
CT17,51.1290528549905,1.29394733898305
CT18,51.1154892009685,1.14937008474576
CT5,51.3536039279835,1.03489623662551
CT7,51.3708676134663,1.29754575311721
CT8,51.3799241784038,1.33691345539906
CT9,51.383799612193,1.38924310076206
CV10,52.525508647577,-1.50249389757709
CV13,52.6158850868263,-1.41410339221557
CV23,52.3676412681159,-1.2928034
CV31,52.2785192302716,-1.52527133764554
CV33,52.256167446281,-1.48264247520661
CV34,52.2839238438178,-1.58212264208243
CV5,52.4123727375566,-1.55496468778281
CV7,52.444703358042,-1.56691386293706
CV8,52.351518614304,-1.54435788505747
BS1,51.4535241206468,-2.59332462437811
BS10,51.5063459518413,-2.61077784985836
BS16,51.4859293395604,-2.51057802197802
BS21,51.435073248927,-2.85005108154507
BS22,51.3606652476291,-2.92977512855638
BS23,51.3432901297641,-2.97142504537205
BS24,51.3287767855856,-2.93070864144144
BS25,51.3197562753623,-2.82084408695652
BS28,51.2306128010204,-2.81562973979592
BS29,51.3299289615385,-2.87323775
BS3,51.4386063862895,-2.60306041893362
BS30,51.4453028449198,-2.47207678743315
BS31,51.4085429082278,-2.49192059018988
BS36,51.5259241216495,-2.48681122061856
BS40,51.3466165654008,-2.69112317299578
BS48,51.4253772790387,-2.74842301201602
BS49,51.3827559107692,-2.81197581230769
BS5,51.4620450458787,-2.55187401244168
BS6,51.4706878165026,-2.60006850246305
BS9,51.487361919192,-2.62668340740741
CA1,54.8864006976048,-2.91392568263473
CA11,54.664442130561,-2.78545711121857
CA13,54.6598762095071,-3.36796311267606
CA15,54.7121487217235,-3.48170622800718
CA16,54.5747074462152,-2.48406103187251
CA18,54.3543106,-3.39128092
CA2,54.8843983569794,-2.95113894508009
CA21,54.4454663783784,-3.51625189189189
CA23,54.5143408142857,-3.49427367142857
CA25,54.5227452857143,-3.51853768202765
CA26,54.5444159090909,-3.48329682727273
CA28,54.543879339723,-3.5783780457934
CA3,54.9083761374764,-2.94049170244821
CA4,54.8459798704545,-2.83178156818182
CA6,54.9944575705521,-2.89295696319018
CA99,54.890925,-2.94385
CB1,52.1975410103578,0.14323929661017
CB11,51.9999063181818,0.211604386363636
CB2,52.1920015796813,0.12536040438247
CB21,52.1299858686636,0.27944152764977
CB22,52.1321068051282,0.13620852991453
CB24,52.2742691804196,0.0865080937062936
CB25,52.259704638191,0.250127489949749
CB3,52.21148084,0.101350754285714
CB4,52.2226012342541,0.130762702762431
CB6,52.4054462880299,0.222088649625935
CB8,52.230301333652,0.426406243785851
CF14,51.5199154712042,-3.20402768121002
CF15,51.5337585608783,-3.27186082235529
CF23,51.5140102111932,-3.15367242027455
CF24,51.4872962427638,-3.16269667226891
CF32,51.5603718155844,-3.58374300649351
CF33,51.5251137980133,-3.69147121523179
CF34,51.6104886082725,-3.65220281265207
CF35,51.5220813506493,-3.51946086493506
CF43,51.6577796833977,-3.45018019305019
CF44,51.7181720336735,-3.45860766836735
CF45,51.669661642369,-3.36227722779043
CF5,51.4830003775438,-3.24343140280702
CF61,51.4086771187215,-3.48133391780822
CF62,51.4045450036058,-3.31033738942308
CF71,51.4597541392857,-3.46102070357143
CF81,51.7018121289474,-3.24515144210526
CF82,51.6507184016737,-3.23776788075314
CF91,51.46560275,-3.19392725
CF99,51.464367,-3.161663
CH1,53.2019160613954,-2.90816204372094
CH2,53.2175248035928,-2.86905473173653
CH26,53.365713,-3.065921
CH27,53.4207761578947,-3.04101455263158
CH29,53.390356,-3.179389
CH3,53.1660899343136,-2.82036978529412
CH31,53.329754,-3.098884
CH32,53.361962,-2.99765
CH33,53.290566,-3.062638
CH34,53.2812485945946,-2.90744927027027
CH4,53.1668962290436,-2.94333187957497
CH42,53.3742022395833,-3.02272276488095
CH44,53.4153056472115,-3.03706946303502
CH46,53.404000758092,-3.11081145144804
CH47,53.3963515130435,-3.16945767536232
CH49,53.3810304885496,-3.10409913740458
CH6,53.2501082565321,-3.14643074584323
CH60,53.3265918421053,-3.09613028631579
CH61,53.3489185928572,-3.10203648809524
CH65,53.2770654082999,-2.90246398125836
CH70,53.192761,-2.922591
CH8,53.2824583282208,-3.24537700766871
CH88,53.197348125,-2.88332225
CH99,53.1871235454545,-2.88955942424242
CM1,51.7452462665357,0.456307702030124
CM13,51.6156188316401,0.337990339622641
CM15,51.644000643581,0.303465103040541
CM17,51.7720054691943,0.146010075829384
CM2,51.7215259573033,0.486280229213483
CM20,51.7750895103011,0.102436535657686
CM23,51.871502920574,0.158719187559808
CM3,51.7195813495776,0.584822709551656
CM4,51.6748322193995,0.390582341801386
CM6,51.8776927980416,0.364279948592412
CM92,51.769363,0.061281
CM98,51.752191,0.518869
CM99,51.7370873972603,0.475689753424658
CO1,51.8891723360522,0.908555223491029
CO13,51.8388119675,1.237239485
CO14,51.8502371339285,1.26744862053571
CO16,51.8213421362359,1.12283216994382
CO2,51.8693281852704,0.894101
CO3,51.8847373967046,0.860196860583016
CO4,51.9085171720841,0.921222219885278
CO8,51.9733918264463,0.765747256198347
CR2,51.3469677494887,-0.0818364856850715
CR3,51.2878632350598,-0.0821187715803453
CR4,51.4044917835052,-0.159443205040092
CR44,51.382347,-0.13285
CR6,51.3082074367347,-0.0533433306122449
CT1,51.2780825165069,1.08655591799787
CT10,51.3631920320334,1.42931002089137
CT11,51.3360977046819,1.41324282232893
CT13,51.2662599391535,1.32790865608465
CT16,51.1411938484375,1.2996730484375
CT19,51.0889641768388,1.16806841314554
CT2,51.2934082281879,1.08023009395973
CT20,51.079694729625,1.16440407761966
CT21,51.0729516824645,1.07666560347551
CT3,51.2792010430267,1.21162828783383
CT4,51.2247507185184,1.06563918024691
CV9,52.5848078191824,-1.56058300157233
CW5,53.0622256621773,-2.52201278675645
CW7,53.1901853641827,-2.52812036658653
CW8,53.2537285293522,-2.56455217611336
CW9,53.2587604072538,-2.50237661554404
CW98,53.089348,-2.431667
DA13,51.3794073095238,0.352625079365079
DA15,51.441062393597,0.0983843145009416
DA16,51.4648226254356,0.107029388501742
DA17,51.4870020087719,0.147632307017544
DA4,51.3894564628099,0.231687677685951
DA5,51.4406413078603,0.144727772925764
DA7,51.4655544164346,0.145297409470752
DA8,51.4757854561404,0.176222956937799
DA9,51.4480690310345,0.278274113793104
DD10,56.7480030198171,-2.42752795426829
DD2,56.4700351823384,-3.03097389779232
DD4,56.4820460353982,-2.93541476106195
DD7,56.5029425893855,-2.71926187150838
DD8,56.655832520502,-2.92261247866109
DD9,56.7481774052133,-2.66862495260664
DE11,52.7730488182784,-1.55636975026568
DE24,52.890127743662,-1.45218088638498
DE45,53.2152264095238,-1.67736522857143
DE5,53.0455045580001,-1.403059252
DE55,53.1015762861012,-1.37246014891697
DE65,52.867354775,-1.61385388958333
DE7,52.9732970644283,-1.3223185154265
DE74,52.8424381058395,-1.32917675547445
DG1,55.0732629658538,-3.58212566829268
DG12,54.9900037280701,-3.25225263815789
DG13,55.172845028169,-3.02998397183099
DG14,55.0822363815789,-2.98236051315789
DG2,55.0645317152859,-3.65870797082848
DG3,55.2375606283525,-3.80031068965517
DG4,55.3754013657143,-3.95285841142857
DG6,54.8372916853933,-4.05586528089887
DG8,54.8722059564692,-4.51566678718259
DH1,54.7823227115964,-1.5647655873494
DH5,54.8234473313009,-1.45545684349594
DH6,54.753125210041,-1.46405369569672
DH7,54.790345160166,-1.66624397261411
DH9,54.8685205089514,-1.71102022080136
DH97,54.779268,-1.578063
DH98,54.934649,-1.615115
DL13,54.7164847145833,-1.95558204479167
DL15,54.7105219561403,-1.73014478070175
DL16,54.6987043339222,-1.60538067137809
DL2,54.5283490204082,-1.60119652380952
DL4,54.6303073333333,-1.64488615306122
DL7,54.3379220811171,-1.4840635
DL8,54.2934857421384,-1.78758085983827
DL9,54.3751884438502,-1.70886004812834
DN10,53.4250963752346,-0.936887163227016
DN11,53.4491503253968,-1.08272094179894
DN14,53.7082464877103,-0.93932305950841
DN15,53.6136235773092,-0.652120315261044
DN18,53.6811965685715,-0.448114145714286
DN19,53.6839008247863,-0.360417666666667
DN21,53.4193145939851,-0.704690512781956
DN34,53.5575339489362,-0.113244063829787
DN38,53.5602216699029,-0.391963475728155
DN39,53.6159099433962,-0.334741066037736
DN41,53.5819182008734,-0.195616847161572
DN5,53.5379297968254,-1.17425837037037
DN7,53.5829424359806,-1.01450478768233
DN8,53.6152117157895,-0.95542194736842
DN9,53.5063574798137,-0.894092282608697
DT5,50.5482455993266,-2.44254723232323
DT7,50.7291362769784,-2.94825278057554
DT9,50.9418211423651,-2.51606822273249
DY10,52.3862460953368,-2.22492206943005
DY13,52.336775286944,-2.28129582352941
DY5,52.4804609262381,-2.12384837829294
DY7,52.4661852803468,-2.22806907225434
DY8,52.4607864332493,-2.15569803862301
DY9,52.4347190431235,-2.12289545337995
E1,51.5175558241526,-0.0592039759887005
E10,51.5682048807946,-0.0137698973509934
E14,51.5060880122324,-0.019697122324159
E17,51.5867466990618,-0.020282289544236
E18,51.5927255953608,0.0250053634020618
E2,51.5295178693693,-0.0626310484234235
E3,51.5284573831877,-0.0258871888646288
E4,51.6224778230616,-0.00485193936381711
E6,51.5265244232752,0.0542604191555096
E8,51.5433176366196,-0.0658213323943662
E9,51.5440986092715,-0.0431039586092715
EC1N,51.5201551373626,-0.108998357142857
EC1P,51.5245049999998,-0.112062000000001
EC1R,51.5248696344827,-0.108458993103448
EC1V,51.5264674251497,-0.0985973652694611
EC1Y,51.5231790571429,-0.0933529
EC2P,51.524253851852,-0.111116822222222
EC2V,51.5163307851852,-0.0952897185185186
EC2Y,51.5197091834862,-0.0947656605504587
EC3A,51.5155049333333,-0.0823661749999999
EC3M,51.5128715573771,-0.0840547786885246
EC3P,51.5238703142857,-0.110223314285714
EC3V,51.51354796875,-0.08730384375
EC4A,51.5165948723404,-0.108729787234043
EC4M,51.5144065785124,-0.099742214876033
EC4P,51.524505,-0.112062
EC4V,51.5129750774648,-0.100614845070423
EC4Y,51.5135901217949,-0.108896006410256
EC50,51.524505,-0.112062
EH10,55.9200319577142,-3.21114774971429
EH12,55.9427165637756,-3.27392595833333
EH13,55.906922032345,-3.24275420754717
EH14,55.9097234954955,-3.28391212612612
EH15,55.9463395472312,-3.1124491742671
EH16,55.9224493329049,-3.1553227866324
EH17,55.9066319655914,-3.14306277634409
EH18,55.876425509434,-3.12257123584906
EH2,55.9537175390334,-3.19778069516729
EH20,55.8785893004484,-3.15728704035874
EH24,55.849373640625,-3.136821125
EH25,55.8597963818182,-3.17506043636364
EH26,55.8328880730769,-3.22466241730769
EH27,55.8900613181818,-3.41626656060606
EH28,55.9299041833333,-3.39381190833333
EH31,56.0373352222222,-2.82332942222222
EH34,55.9087944883721,-2.88149472093023
EH35,55.9108340327869,-2.94380303278689
EH37,55.861308893617,-2.95978164893617
EH38,55.7859348461539,-2.96108869230769
EH39,56.0469146337662,-2.73405678441558
EH40,55.990103609375,-2.6586384375
EH41,55.9486324975845,-2.77506457246377
EH44,55.6189747264151,-3.06317616981132
EH45,55.6541850687679,-3.19129110888252
EH46,55.7393838235294,-3.35494739215686
EH47,55.8586827347518,-3.66470477588652
EH48,55.8994776180556,-3.66395074305555
EH49,55.9760816313364,-3.59889689170507
EH5,55.9755256338983,-3.21993319661017
EH54,55.8922174334038,-3.52459101902749
EH55,55.8469094312977,-3.5752307519084
EH6,55.97207932319,-3.1756509359916
EH7,55.9602531262136,-3.16626140638003
EH9,55.9330868839459,-3.18544506576402
EH95,55.978614,-3.253521
EN1,51.6539613754756,-0.0686566511406837
EN10,51.7386801150234,-0.0225301478873239
EN3,51.6601390449551,-0.036995992007992
EN4,51.6487661732852,-0.161491922382672
EN9,51.6958297196402,0.0143644452773613
EX1,50.7264720458594,-3.50699712356691
EX11,50.7468224610592,-3.28893795950156
EX13,50.7868887517361,-3.00793256423611
EX14,50.8142264308681,-3.19083072347267
EX15,50.876652208128,-3.34007594458128
EX16,50.9222823477599,-3.49205774107821
EX17,50.8116379266529,-3.70380258264463
EX18,50.9022036632653,-3.88789320918367
EX23,50.8241577886435,-4.53357463091483
EX3,50.68502878125,-3.4592133125
EX37,50.9786990974359,-3.95272492820513
EX4,50.7311271102687,-3.52706110475534
EX9,50.639318736508,-3.32415843174603
FK1,55.9858140938166,-3.79436347121537
FK11,56.1498791866666,-3.85174272
FK12,56.1525418791946,-3.80182969127517
FK13,56.1519448241758,-3.74003431868132
FK14,56.1668844518072,-3.65652618072289
FK15,56.2029710666667,-3.95057511388889
FK18,56.32459175,-4.32912025
FK19,56.3709491785714,-4.31339157142857
FK2,56.0044745729443,-3.75476425022105
FK4,55.996972005814,-3.90714837209302
FK5,56.0264707875289,-3.82149808083141
FK6,56.0214985902141,-3.91562814984709
FK7,56.0968090071856,-3.91816653532934
FK8,56.1314668741936,-4.06083509677419
FK9,56.1441147708831,-3.94282185680191
FY3,53.8210808812903,-3.02081472903226
G12,55.8803954191617,-4.30077144610778
G15,55.909184780303,-4.36606182070707
G22,55.8903701435079,-4.25210956947608
G31,55.8570303980739,-4.20922776243981
